id;tournament;stage;session_no;game_no;date;score_or_attendance;place_or_result;comment;extra;label
2701;Business Cats;rating;1;1;;0;1;;;1 Рейтинговая
2701;Business Cats;rating;1;2;;0;1;;;1 Рейтинговая
2701;Business Cats;rating;2;1;;0;7;;;2 Рейтинговая
2701;Business Cats;rating;2;2;;0;7;;;2 Рейтинговая
2701;Business Cats;rating;3;1;;0;13;;;3 Рейтинговая
2701;Business Cats;rating;3;2;;0;13;;;3 Рейтинговая
2701;Пейнтбол;paintball;1;1;;#Н/Д;#Н/Д;;;Тренировочный бой
2701;Пейнтбол;paintball;2;1;;#Н/Д;#Н/Д;;;1 Групповой бой
2701;Пейнтбол;paintball;3;1;;#Н/Д;#Н/Д;;;2 Групповой бой
2701;Пейнтбол;paintball;4;1;;#Н/Д;#Н/Д;;;3 Групповой бой
2701;Пейнтбол;paintball;5;1;;#Н/Д;#Н/Д;;;1 сценарный бой
2701;Пейнтбол;paintball;6;1;;#Н/Д;#Н/Д;;;2 сценарный бой
2701;Пейнтбол;paintball;7;1;;#Н/Д;#Н/Д;;;Плей-Офф
2701;Civilization: Solo;week;1;1;;0;;;;
2701;Civilization: Solo;week;2;1;;0;;;;
2701;Civilization: Solo;week;3;1;;0;;;;
2701;Civilization: Solo;week;4;1;;0;;;;
2701;Civilization: Solo;week;5;1;;0;;;;
2701;Civilization: Solo;week;6;1;;-1;;;;
2701;Civilization: Solo;week;7;1;;0;;;;
2701;Civilization: Solo;week;8;1;;0;;;;
2701;Civilization: Solo;week;9;1;;0;;;;
2701;Civilization: DUEL;week;1;1;;0;;;;Не защитился
2701;Civilization: DUEL;week;2;1;;0;;;;Не защитился
2701;Civilization: DUEL;week;3;1;;0;;;;Не защитился
2701;Civilization: DUEL;week;4;1;;0;;;;Не защитился
2701;Civilization: DUEL;week;5;1;;0;;;;Не защитился
2701;Civilization: DUEL;week;6;1;;0;;;;Не защитился
2701;Civilization: DUEL;week;7;1;;0;;;;Не защитился
2701;Civilization: DUEL;week;8;1;;0;;;;Не защитился
2701;Life is Feudal;week;1;1;;0;;;кузнец;Рядовой
2701;Life is Feudal;week;2;1;;0;;;кузнец;Рядовой
2701;Life is Feudal;week;3;1;;0;;;кузнец;Рядовой
2701;Life is Feudal;week;4;1;;0;;;кузнец;Рядовой
2701;Life is Feudal;week;5;1;;0;;;кузнец;Рядовой
2701;Life is Feudal;week;6;1;;0;;;кузнец;Рядовой
2701;Life is Feudal;week;7;1;;0;;;кузнец;Рядовой
2701;Life is Feudal;week;8;1;;0;;;кузнец;Рядовой
2701;Life is Feudal;week;9;1;;0;;;кузнец;Рядовой
2701;Life is Feudal;week;10;1;;0;;;кузнец;Рядовой
2701;Bandy;bandy;1;1;;0;;;;1 игра
2701;Bandy;bandy;2;1;;С;;;;2 игра
1362;Business Cats;training;1;1;;#Н/Д;24;;;1 Тренировочная
1362;Business Cats;training;2;1;;#Н/Д;6;;;2 Тренировочная
1362;Business Cats;training;2;2;;#Н/Д;6;;;2 Тренировочная
1362;Business Cats;rating;1;1;;#Н/Д;1;;;1 Рейтинговая
1362;Business Cats;rating;1;2;;#Н/Д;1;;;1 Рейтинговая
1362;Business Cats;rating;2;1;;#Н/Д;10;;;2 Рейтинговая
1362;Business Cats;rating;2;2;;#Н/Д;10;;;2 Рейтинговая
1362;Business Cats;rating;3;1;;#Н/Д;1;;;3 Рейтинговая
1362;Business Cats;rating;3;2;;#Н/Д;1;;;3 Рейтинговая
1362;Пейнтбол;paintball;1;1;;#Н/Д;#Н/Д;;;Тренировочный бой
1362;Пейнтбол;paintball;2;1;;#Н/Д;#Н/Д;;;1 Групповой бой
1362;Пейнтбол;paintball;3;1;;#Н/Д;#Н/Д;;;2 Групповой бой
1362;Пейнтбол;paintball;4;1;;#Н/Д;#Н/Д;;;3 Групповой бой
1362;Пейнтбол;paintball;5;1;;#Н/Д;#Н/Д;;;1 сценарный бой
1362;Пейнтбол;paintball;6;1;;#Н/Д;#Н/Д;;;2 сценарный бой
1362;Пейнтбол;paintball;7;1;;#Н/Д;#Н/Д;;;Плей-Офф
1362;Civilization: Solo;week;1;1;;0;;;;1716
1362;Civilization: Solo;week;2;1;;0;;;;1716
1362;Civilization: Solo;week;3;1;;0;;;;1716
1362;Civilization: Solo;week;4;1;;0;;;;1716
1362;Civilization: Solo;week;5;1;;0;;;;1716
1362;Civilization: Solo;week;6;1;;0;;;;1716
1362;Civilization: Solo;week;7;1;;0;;;;1716
1362;Civilization: Solo;week;8;1;;0;;;;1716
1362;Civilization: Solo;week;9;1;;0;;;;1716
1362;Civilization: DUEL;week;2;1;;0;;;;1740
1362;Civilization: DUEL;week;3;1;;0;;;;1740
1362;Civilization: DUEL;week;4;1;;0;;;;1740
1362;Civilization: DUEL;week;5;1;;0;;;;1740
1362;Civilization: DUEL;week;6;1;;0;;;;1740
1362;Civilization: DUEL;week;7;1;;0;;;;1740
1362;Civilization: DUEL;week;8;1;;С;;;;1740
1362;Life is Feudal;week;1;1;;0;;;кожевник;Сержант
1362;Life is Feudal;week;2;1;;0;;;кожевник;Сержант
1362;Life is Feudal;week;3;1;;0;;;кожевник;Сержант
1362;Life is Feudal;week;4;1;;0;;;кожевник;Сержант
1362;Life is Feudal;week;5;1;;0;;;кожевник;Сержант
1362;Life is Feudal;week;6;1;;0;;;кожевник;Сержант
1362;Life is Feudal;week;7;1;;0;;;кожевник;Сержант
1362;Life is Feudal;week;8;1;;0;;;кожевник;Сержант
1362;Life is Feudal;week;9;1;;0;;;кожевник;Сержант
1362;Life is Feudal;week;10;1;;0;;;кожевник;Сержант
1362;Bandy;bandy;1;1;;0;;;;1 игра
1362;Bandy;bandy;2;1;;0;;;;2 игра
2034;Business Cats;training;1;1;;0;13;;;1 Тренировочная
2034;Business Cats;training;2;1;;0;5;;;2 Тренировочная
2034;Business Cats;training;2;2;;0;5;;;2 Тренировочная
2034;Business Cats;rating;1;1;;0;13;;;1 Рейтинговая
2034;Business Cats;rating;1;2;;0;13;;;1 Рейтинговая
2034;Business Cats;rating;2;1;;0;12;;;2 Рейтинговая
2034;Business Cats;rating;2;2;;0;12;;;2 Рейтинговая
2034;Business Cats;rating;3;1;;0;4;;;3 Рейтинговая
2034;Business Cats;rating;3;2;;0;4;;;3 Рейтинговая
2034;Пейнтбол;paintball;1;1;;#Н/Д;#Н/Д;;;Тренировочный бой
2034;Пейнтбол;paintball;2;1;;#Н/Д;#Н/Д;;;1 Групповой бой
2034;Пейнтбол;paintball;3;1;;#Н/Д;#Н/Д;;;2 Групповой бой
2034;Пейнтбол;paintball;4;1;;#Н/Д;#Н/Д;;;3 Групповой бой
2034;Пейнтбол;paintball;5;1;;#Н/Д;#Н/Д;;;1 сценарный бой
2034;Пейнтбол;paintball;6;1;;#Н/Д;#Н/Д;;;2 сценарный бой
2034;Пейнтбол;paintball;7;1;;#Н/Д;#Н/Д;;;Плей-Офф
2034;Civilization: Solo;week;1;1;;0;;;;
2034;Civilization: Solo;week;2;1;;0;;;;
2034;Civilization: Solo;week;3;1;;0;;;;
2034;Civilization: Solo;week;4;1;;0;;;;
2034;Civilization: Solo;week;5;1;;0;;;;
2034;Civilization: Solo;week;6;1;;0;;;;
2034;Civilization: Solo;week;7;1;;0;;;;
2034;Civilization: Solo;week;8;1;;0;;;;
2034;Civilization: Solo;week;9;1;;0;;;;
2034;Civilization: DUEL;week;1;1;;0;;;;1724
2034;Civilization: DUEL;week;2;1;;0;;;;1724
2034;Civilization: DUEL;week;3;1;;0;;;;1724
2034;Civilization: DUEL;week;4;1;;0;;;;1724
2034;Civilization: DUEL;week;5;1;;0;;;;1724
2034;Civilization: DUEL;week;7;1;;0;;;;1724
2034;Civilization: DUEL;week;8;1;;0;;;;1724
2034;Life is Feudal;week;1;1;;0;;;рудокоп;Рядовой
2034;Life is Feudal;week;2;1;;0;;;рудокоп;Рядовой
2034;Life is Feudal;week;3;1;;0;;;рудокоп;Рядовой
2034;Life is Feudal;week;4;1;;0;;;рудокоп;Рядовой
2034;Life is Feudal;week;5;1;;0;;;рудокоп;Рядовой
2034;Life is Feudal;week;6;1;;0;;;рудокоп;Рядовой
2034;Life is Feudal;week;7;1;;0;;;рудокоп;Рядовой
2034;Life is Feudal;week;8;1;;0;;;рудокоп;Рядовой
2034;Life is Feudal;week;9;1;;0;;;рудокоп;Рядовой
2034;Life is Feudal;week;10;1;;0;;;рудокоп;Рядовой
2034;Bandy;bandy;1;1;;0;;;;1 игра
2034;Bandy;bandy;2;1;;0;;;;2 игра
3177;Business Cats;training;1;1;;0;24;;;1 Тренировочная
3177;Business Cats;training;2;1;;0;8;;;2 Тренировочная
3177;Business Cats;training;2;2;;0;8;;;2 Тренировочная
3177;Business Cats;rating;1;1;;0;11;;;1 Рейтинговая
3177;Business Cats;rating;1;2;;0;11;;;1 Рейтинговая
3177;Business Cats;rating;2;1;;0;13;;;2 Рейтинговая
3177;Business Cats;rating;2;2;;0;13;;;2 Рейтинговая
3177;Business Cats;rating;3;1;;#Н/Д;#Н/Д;;;3 Рейтинговая
3177;Business Cats;rating;3;2;;#Н/Д;#Н/Д;;;3 Рейтинговая
3177;Пейнтбол;paintball;1;1;;#Н/Д;#Н/Д;;;Тренировочный бой
3177;Пейнтбол;paintball;2;1;;#Н/Д;#Н/Д;;;1 Групповой бой
3177;Пейнтбол;paintball;3;1;;#Н/Д;#Н/Д;;;2 Групповой бой
3177;Пейнтбол;paintball;4;1;;#Н/Д;#Н/Д;;;3 Групповой бой
3177;Пейнтбол;paintball;5;1;;#Н/Д;#Н/Д;;;1 сценарный бой
3177;Пейнтбол;paintball;6;1;;#Н/Д;#Н/Д;;;2 сценарный бой
3177;Пейнтбол;paintball;7;1;;#Н/Д;#Н/Д;;;Плей-Офф
3177;Civilization: Solo;week;1;1;;#Н/Д;;;;
3177;Civilization: Solo;week;2;1;;#Н/Д;;;;
3177;Civilization: Solo;week;3;1;;#Н/Д;;;;
3177;Civilization: Solo;week;4;1;;#Н/Д;;;;
2669;Business Cats;training;1;1;;0;4;;;1 Тренировочная
2669;Business Cats;training;2;1;;0;24;;;2 Тренировочная
2669;Business Cats;training;2;2;;0;24;;;2 Тренировочная
2669;Business Cats;rating;1;1;;0;4;;;1 Рейтинговая
2669;Business Cats;rating;1;2;;0;4;;;1 Рейтинговая
2669;Business Cats;rating;2;1;;0;18;;;2 Рейтинговая
2669;Business Cats;rating;2;2;;0;18;;;2 Рейтинговая
2669;Business Cats;rating;3;1;;0;7;;;3 Рейтинговая
2669;Business Cats;rating;3;2;;0;7;;;3 Рейтинговая
2669;Пейнтбол;paintball;1;1;;#Н/Д;#Н/Д;;;Тренировочный бой
2669;Пейнтбол;paintball;2;1;;#Н/Д;#Н/Д;;;1 Групповой бой
2669;Пейнтбол;paintball;3;1;;#Н/Д;#Н/Д;;;2 Групповой бой
2669;Пейнтбол;paintball;4;1;;#Н/Д;#Н/Д;;;3 Групповой бой
2669;Пейнтбол;paintball;5;1;;#Н/Д;#Н/Д;;;1 сценарный бой
2669;Пейнтбол;paintball;6;1;;#Н/Д;#Н/Д;;;2 сценарный бой
2669;Пейнтбол;paintball;7;1;;#Н/Д;#Н/Д;;;Плей-Офф
2669;Civilization: Solo;week;1;1;;0;;;;1694
2669;Civilization: Solo;week;2;1;;0;;;;1694
2669;Civilization: Solo;week;3;1;;0;;;;1694
2669;Civilization: Solo;week;4;1;;0;;;;1694
2669;Civilization: Solo;week;5;1;;0;;;;1694
2669;Civilization: Solo;week;6;1;;0;;;;1694
2669;Civilization: Solo;week;7;1;;0;;;;1694
2669;Civilization: Solo;week;8;1;;0;;;;1694
2669;Civilization: Solo;week;9;1;;0;;;;1694
2669;Civilization: DUEL;week;1;1;;0;;;;1713
2669;Civilization: DUEL;week;2;1;;0;;;;1713
2669;Civilization: DUEL;week;3;1;;0;;;;1713
2669;Civilization: DUEL;week;4;1;;0;;;;1713
2669;Civilization: DUEL;week;5;1;;-1;;;;1713
2669;Civilization: DUEL;week;6;1;;-1;;;;1713
2669;Civilization: DUEL;week;7;1;;-1;;;;1713
2669;Civilization: DUEL;week;8;1;;С;;;;1713
2669;Life is Feudal;week;1;1;;С;;;кузнец;Сержант
2669;Life is Feudal;week;2;1;;0;;;кузнец;Сержант
2669;Life is Feudal;week;3;1;;-1;;;кузнец;Сержант
2669;Life is Feudal;week;4;1;;-1;;;кузнец;Сержант
2669;Life is Feudal;week;5;1;;-1;;;кузнец;Сержант
2669;Life is Feudal;week;6;1;;-1;;;кузнец;Сержант
2669;Life is Feudal;week;7;1;;-1;;;кузнец;Сержант
2669;Life is Feudal;week;8;1;;-1;;;кузнец;Сержант
2669;Life is Feudal;week;9;1;;-1;;;кузнец;Сержант
2669;Life is Feudal;week;10;1;;-1;;;кузнец;Сержант
355;Business Cats;training;1;1;;0;15;;;1 Тренировочная
355;Business Cats;training;2;1;;0;5;;;2 Тренировочная
355;Business Cats;training;2;2;;0;5;;;2 Тренировочная
355;Business Cats;rating;1;1;;0;8;;;1 Рейтинговая
355;Business Cats;rating;1;2;;0;8;;;1 Рейтинговая
355;Business Cats;rating;2;1;;0;24;;;2 Рейтинговая
355;Business Cats;rating;2;2;;0;24;;;2 Рейтинговая
355;Business Cats;rating;3;1;;0;8;;;3 Рейтинговая
355;Business Cats;rating;3;2;;0;8;;;3 Рейтинговая
355;Пейнтбол;paintball;1;1;;#Н/Д;#Н/Д;;;Тренировочный бой
355;Пейнтбол;paintball;2;1;;#Н/Д;#Н/Д;;;1 Групповой бой
355;Пейнтбол;paintball;3;1;;#Н/Д;#Н/Д;;;2 Групповой бой
355;Пейнтбол;paintball;4;1;;#Н/Д;#Н/Д;;;3 Групповой бой
355;Пейнтбол;paintball;5;1;;#Н/Д;#Н/Д;;;1 сценарный бой
355;Пейнтбол;paintball;6;1;;#Н/Д;#Н/Д;;;2 сценарный бой
355;Пейнтбол;paintball;7;1;;#Н/Д;#Н/Д;;;Плей-Офф
355;Civilization: Solo;week;1;1;;0;;;;1688
355;Civilization: Solo;week;2;1;;0;;;;1688
355;Civilization: Solo;week;3;1;;0;;;;1688
355;Civilization: Solo;week;4;1;;0;;;;1688
355;Civilization: Solo;week;5;1;;0;;;;1688
355;Civilization: Solo;week;6;1;;0;;;;1688
355;Civilization: Solo;week;7;1;;0;;;;1688
355;Civilization: Solo;week;8;1;;0;;;;1688
355;Civilization: Solo;week;9;1;;0;;;;1688
355;Civilization: DUEL;week;1;1;;0;;;;1693
355;Civilization: DUEL;week;2;1;;-1;;;;1693
355;Civilization: DUEL;week;3;1;;0;;;;1693
355;Civilization: DUEL;week;4;1;;0;;;;1693
355;Civilization: DUEL;week;5;1;;0;;;;1693
355;Civilization: DUEL;week;6;1;;0;;;;1693
355;Civilization: DUEL;week;7;1;;0;;;;1693
355;Civilization: DUEL;week;8;1;;0;;;;1693
355;Life is Feudal;week;1;1;;0;;;;Лорд
355;Life is Feudal;week;2;1;;0;;;;Лорд
355;Life is Feudal;week;3;1;;0;;;;Лорд
355;Life is Feudal;week;4;1;;0;;;;Лорд
355;Life is Feudal;week;5;1;;0;;;;Лорд
355;Life is Feudal;week;6;1;;0;;;;Лорд
355;Life is Feudal;week;7;1;;0;;;;Лорд
355;Life is Feudal;week;8;1;;0;;;;Лорд
355;Life is Feudal;week;9;1;;0;;;;Лорд
355;Life is Feudal;week;10;1;;0;;;;Лорд
355;Bandy;bandy;1;1;;0;;;;1 игра
355;Bandy;bandy;2;1;;0;;;;2 игра
111;Business Cats;training;1;1;;0;9;;;1 Тренировочная
111;Business Cats;training;2;1;;0;20;;;2 Тренировочная
111;Business Cats;training;2;2;;0;20;;;2 Тренировочная
111;Business Cats;rating;1;1;;0;5;;;1 Рейтинговая
111;Business Cats;rating;1;2;;0;5;;;1 Рейтинговая
111;Business Cats;rating;2;1;;0;7;;;2 Рейтинговая
111;Business Cats;rating;2;2;;0;7;;;2 Рейтинговая
111;Business Cats;rating;3;1;;0;13;;;3 Рейтинговая
111;Business Cats;rating;3;2;;0;13;;;3 Рейтинговая
111;Пейнтбол;paintball;1;1;;#Н/Д;#Н/Д;;;Тренировочный бой
111;Пейнтбол;paintball;2;1;;#Н/Д;#Н/Д;;;1 Групповой бой
111;Пейнтбол;paintball;3;1;;#Н/Д;#Н/Д;;;2 Групповой бой
111;Пейнтбол;paintball;4;1;;#Н/Д;#Н/Д;;;3 Групповой бой
111;Пейнтбол;paintball;5;1;;#Н/Д;#Н/Д;;;1 сценарный бой
111;Пейнтбол;paintball;6;1;;#Н/Д;#Н/Д;;;2 сценарный бой
111;Пейнтбол;paintball;7;1;;#Н/Д;#Н/Д;;;Плей-Офф
111;Civilization: Solo;week;1;1;;0;;;;
111;Civilization: Solo;week;2;1;;0;;;;
111;Civilization: Solo;week;3;1;;0;;;;
111;Civilization: Solo;week;4;1;;0;;;;
111;Civilization: Solo;week;5;1;;0;;;;
111;Civilization: Solo;week;6;1;;С;;;;
111;Civilization: Solo;week;7;1;;0;;;;
111;Civilization: Solo;week;8;1;;0;;;;
111;Civilization: Solo;week;9;1;;0;;;;
111;Civilization: DUEL;week;1;1;;0;;;;1689
111;Civilization: DUEL;week;2;1;;0;;;;1689
111;Civilization: DUEL;week;3;1;;0;;;;1689
111;Civilization: DUEL;week;4;1;;0;;;;1689
111;Civilization: DUEL;week;5;1;;0;;;;1689
111;Civilization: DUEL;week;6;1;;0;;;;1689
111;Civilization: DUEL;week;7;1;;0;;;;1689
111;Civilization: DUEL;week;8;1;;0;;;;1689
111;Life is Feudal;week;1;1;;0;;;животновод;Сержант
111;Life is Feudal;week;2;1;;0;;;животновод;Сержант
111;Life is Feudal;week;3;1;;0;;;животновод;Сержант
111;Life is Feudal;week;4;1;;0;;;животновод;Сержант
111;Life is Feudal;week;5;1;;0;;;животновод;Сержант
111;Life is Feudal;week;6;1;;0;;;животновод;Сержант
111;Life is Feudal;week;7;1;;0;;;животновод;Сержант
111;Life is Feudal;week;8;1;;0;;;животновод;Сержант
111;Life is Feudal;week;9;1;;0;;;животновод;Сержант
111;Life is Feudal;week;10;1;;0;;;животновод;Сержант
111;Bandy;bandy;1;1;;0;;;;1 игра
111;Bandy;bandy;2;1;;С;;;;2 игра
502;Business Cats;training;1;1;;0;7;;;1 Тренировочная
502;Business Cats;training;2;1;;0;5;;;2 Тренировочная
502;Business Cats;training;2;2;;0;5;;;2 Тренировочная
502;Business Cats;rating;1;1;;0;8;;;1 Рейтинговая
502;Business Cats;rating;1;2;;0;8;;;1 Рейтинговая
502;Business Cats;rating;2;1;;0;10;;;2 Рейтинговая
502;Business Cats;rating;2;2;;0;10;;;2 Рейтинговая
502;Business Cats;rating;3;1;;0;5;;;3 Рейтинговая
502;Business Cats;rating;3;2;;0;5;;;3 Рейтинговая
502;Пейнтбол;paintball;1;1;;#Н/Д;#Н/Д;;;Тренировочный бой
502;Пейнтбол;paintball;2;1;;#Н/Д;#Н/Д;;;1 Групповой бой
502;Пейнтбол;paintball;3;1;;#Н/Д;#Н/Д;;;2 Групповой бой
502;Пейнтбол;paintball;4;1;;#Н/Д;#Н/Д;;;3 Групповой бой
502;Пейнтбол;paintball;5;1;;#Н/Д;#Н/Д;;;1 сценарный бой
502;Пейнтбол;paintball;6;1;;#Н/Д;#Н/Д;;;2 сценарный бой
502;Пейнтбол;paintball;7;1;;#Н/Д;#Н/Д;;;Плей-Офф
502;Civilization: Solo;week;1;1;;0;;;;
502;Civilization: Solo;week;2;1;;0;;;;
502;Civilization: Solo;week;3;1;;0;;;;
502;Civilization: Solo;week;4;1;;0;;;;
502;Civilization: Solo;week;5;1;;0;;;;
502;Civilization: Solo;week;6;1;;-1;;;;
502;Civilization: Solo;week;7;1;;0;;;;
502;Civilization: Solo;week;8;1;;0;;;;
502;Civilization: Solo;week;9;1;;0;;;;
502;Civilization: DUEL;week;1;1;;0;;;;1783
502;Civilization: DUEL;week;2;1;;0;;;;1783
502;Civilization: DUEL;week;3;1;;0;;;;1783
502;Civilization: DUEL;week;4;1;;0;;;;1783
502;Civilization: DUEL;week;5;1;;0;;;;1783
502;Civilization: DUEL;week;6;1;;0;;;;1783
502;Civilization: DUEL;week;7;1;;0;;;;1783
502;Civilization: DUEL;week;8;1;;-1;;;;1783
502;Life is Feudal;week;1;1;;0;;;разнорабочий;Сержант
502;Life is Feudal;week;2;1;;0;;;разнорабочий;Сержант
502;Life is Feudal;week;3;1;;0;;;разнорабочий;Сержант
502;Life is Feudal;week;4;1;;0;;;разнорабочий;Сержант
502;Life is Feudal;week;5;1;;0;;;разнорабочий;Сержант
502;Life is Feudal;week;6;1;;0;;;разнорабочий;Сержант
502;Life is Feudal;week;7;1;;0;;;разнорабочий;Сержант
502;Life is Feudal;week;8;1;;0;;;разнорабочий;Сержант
502;Life is Feudal;week;9;1;;0;;;разнорабочий;Сержант
502;Life is Feudal;week;10;1;;0;;;разнорабочий;Сержант
502;Bandy;bandy;1;1;;0;;;;1 игра
502;Bandy;bandy;2;1;;0;;;;2 игра
2306;Business Cats;training;1;1;;0;15;;;1 Тренировочная
2306;Business Cats;training;2;1;;0;1;;;2 Тренировочная
2306;Business Cats;training;2;2;;0;1;;;2 Тренировочная
2306;Business Cats;rating;1;1;;0;4;;;1 Рейтинговая
2306;Business Cats;rating;1;2;;0;4;;;1 Рейтинговая
2306;Business Cats;rating;2;1;;0;1;;;2 Рейтинговая
2306;Business Cats;rating;2;2;;С;1;;;2 Рейтинговая
2306;Business Cats;rating;3;1;;0;22;;;3 Рейтинговая
2306;Business Cats;rating;3;2;;0;22;;;3 Рейтинговая
2306;Пейнтбол;paintball;1;1;;0;Победа;;;Тренировочный бой
2306;Пейнтбол;paintball;2;1;;0;Проигрыш;;;1 Групповой бой
2306;Пейнтбол;paintball;3;1;;0;Победа;;;2 Групповой бой
2306;Пейнтбол;paintball;4;1;;-1;Победа;;;3 Групповой бой
2306;Пейнтбол;paintball;5;1;;#Н/Д;#Н/Д;;;1 сценарный бой
2306;Пейнтбол;paintball;6;1;;#Н/Д;#Н/Д;;;2 сценарный бой
2306;Пейнтбол;paintball;7;1;;#Н/Д;#Н/Д;;;Плей-Офф
2306;Civilization: Solo;week;1;1;;С;;;;
2306;Civilization: Solo;week;2;1;;0;;;;
2306;Civilization: Solo;week;3;1;;0;;;;
2306;Civilization: Solo;week;4;1;;C;;;;
2306;Civilization: Solo;week;5;1;;0;;;;
2306;Civilization: Solo;week;6;1;;-1;;;;
2306;Civilization: Solo;week;7;1;;0;;;;
2306;Civilization: Solo;week;8;1;;0;;;;
2306;Civilization: Solo;week;9;1;;0;;;;
2306;Civilization: DUEL;week;1;1;;-1;;;;Не защитился
2306;Civilization: DUEL;week;2;1;;-1;;;;Не защитился
2306;Civilization: DUEL;week;3;1;;-1;;;;Не защитился
2306;Civilization: DUEL;week;4;1;;-1;;;;Не защитился
2306;Civilization: DUEL;week;5;1;;-1;;;;Не защитился
132;Business Cats;training;1;1;;0;5;;;1 Тренировочная
132;Business Cats;training;2;1;;0;7;;;2 Тренировочная
132;Business Cats;training;2;2;;0;7;;;2 Тренировочная
132;Business Cats;rating;1;1;;0;16;;;1 Рейтинговая
132;Business Cats;rating;1;2;;0;16;;;1 Рейтинговая
132;Business Cats;rating;2;1;;-1;14;;;2 Рейтинговая
132;Business Cats;rating;2;2;;0;14;;;2 Рейтинговая
132;Business Cats;rating;3;1;;0;16;;;3 Рейтинговая
132;Business Cats;rating;3;2;;0;16;;;3 Рейтинговая
132;Пейнтбол;paintball;1;1;;#Н/Д;#Н/Д;;;Тренировочный бой
132;Пейнтбол;paintball;2;1;;#Н/Д;#Н/Д;;;1 Групповой бой
132;Пейнтбол;paintball;3;1;;#Н/Д;#Н/Д;;;2 Групповой бой
132;Пейнтбол;paintball;4;1;;#Н/Д;#Н/Д;;;3 Групповой бой
132;Пейнтбол;paintball;5;1;;#Н/Д;#Н/Д;;;1 сценарный бой
132;Пейнтбол;paintball;6;1;;#Н/Д;#Н/Д;;;2 сценарный бой
132;Пейнтбол;paintball;7;1;;#Н/Д;#Н/Д;;;Плей-Офф
132;Civilization: Solo;week;1;1;;С;;;;
132;Civilization: Solo;week;2;1;;0;;;;
132;Civilization: Solo;week;3;1;;0;;;;
132;Civilization: Solo;week;4;1;;С;;;;
132;Civilization: Solo;week;5;1;;0;;;;
132;Civilization: Solo;week;6;1;;0;;;;
132;Civilization: Solo;week;7;1;;0;;;;
132;Civilization: Solo;week;8;1;;0;;;;
132;Civilization: Solo;week;9;1;;0;;;;
132;Civilization: DUEL;week;1;1;;0;;;;Не защитился
132;Civilization: DUEL;week;2;1;;0;;;;Не защитился
132;Civilization: DUEL;week;3;1;;0;;;;Не защитился
132;Civilization: DUEL;week;4;1;;0;;;;Не защитился
132;Civilization: DUEL;week;5;1;;0;;;;Не защитился
132;Civilization: DUEL;week;6;1;;0;;;;Не защитился
132;Civilization: DUEL;week;7;1;;0;;;;Не защитился
132;Civilization: DUEL;week;8;1;;0;;;;Не защитился
132;Life is Feudal;week;1;1;;0;;;кожевник;Рядовой
132;Life is Feudal;week;2;1;;0;;;кожевник;Рядовой
132;Life is Feudal;week;3;1;;0;;;кожевник;Рядовой
132;Life is Feudal;week;4;1;;0;;;кожевник;Рядовой
132;Life is Feudal;week;5;1;;0;;;кожевник;Рядовой
132;Life is Feudal;week;6;1;;0;;;кожевник;Рядовой
132;Life is Feudal;week;7;1;;0;;;кожевник;Рядовой
132;Life is Feudal;week;8;1;;0;;;кожевник;Рядовой
132;Life is Feudal;week;10;1;;0;;;кожевник;Рядовой
132;Bandy;bandy;1;1;;0;;;;1 игра
132;Bandy;bandy;2;1;;0;;;;2 игра
2759;Business Cats;training;1;1;;0;4;;;1 Тренировочная
2759;Business Cats;training;2;1;;0;13;;;2 Тренировочная
2759;Business Cats;training;2;2;;0;13;;;2 Тренировочная
2759;Business Cats;rating;1;1;;0;12;;;1 Рейтинговая
2759;Business Cats;rating;1;2;;0;12;;;1 Рейтинговая
2759;Business Cats;rating;2;1;;0;23;;;2 Рейтинговая
2759;Business Cats;rating;3;1;;0;11;;;3 Рейтинговая
2759;Business Cats;rating;3;2;;0;11;;;3 Рейтинговая
2759;Пейнтбол;paintball;1;1;;#Н/Д;#Н/Д;;;Тренировочный бой
2759;Пейнтбол;paintball;2;1;;#Н/Д;#Н/Д;;;1 Групповой бой
2759;Пейнтбол;paintball;3;1;;#Н/Д;#Н/Д;;;2 Групповой бой
2759;Пейнтбол;paintball;4;1;;#Н/Д;#Н/Д;;;3 Групповой бой
2759;Пейнтбол;paintball;5;1;;#Н/Д;#Н/Д;;;1 сценарный бой
2759;Пейнтбол;paintball;6;1;;#Н/Д;#Н/Д;;;2 сценарный бой
2759;Пейнтбол;paintball;7;1;;#Н/Д;#Н/Д;;;Плей-Офф
2759;Civilization: Solo;week;1;1;;0;;;;
2759;Civilization: Solo;week;2;1;;0;;;;
2759;Civilization: Solo;week;3;1;;С;;;;
2759;Civilization: Solo;week;4;1;;0;;;;
2759;Civilization: Solo;week;5;1;;С;;;;
2759;Civilization: Solo;week;6;1;;0;;;;
2759;Civilization: Solo;week;7;1;;0;;;;
2759;Civilization: Solo;week;8;1;;0;;;;
2759;Civilization: Solo;week;9;1;;0;;;;
2759;Civilization: DUEL;week;1;1;;0;;;;Не защитился
2759;Civilization: DUEL;week;2;1;;0;;;;Не защитился
2759;Civilization: DUEL;week;3;1;;0;;;;Не защитился
2759;Civilization: DUEL;week;4;1;;0;;;;Не защитился
2759;Civilization: DUEL;week;5;1;;0;;;;Не защитился
2759;Civilization: DUEL;week;6;1;;0;;;;Не защитился
2759;Civilization: DUEL;week;7;1;;С;;;;Не защитился
2759;Civilization: DUEL;week;8;1;;0;;;;Не защитился
